,Series_Title,Released_Year,Certificate,Genre,All_Stars,runtime_in_minutes,IMDB_Rating,Meta_score,Director,No_of_Votes,Gross
222,Prisoners,2013,A,Crime,Viola Davis,153,8.1,70.0,Denis Villeneuve,601149,"61,002,302"
222,Prisoners,2013,A,Crime,Melissa Leo,153,8.1,70.0,Denis Villeneuve,601149,"61,002,302"
222,Prisoners,2013,A,Drama,Hugh Jackman,153,8.1,70.0,Denis Villeneuve,601149,"61,002,302"
222,Prisoners,2013,A,Drama,Jake Gyllenhaal,153,8.1,70.0,Denis Villeneuve,601149,"61,002,302"
222,Prisoners,2013,A,Drama,Viola Davis,153,8.1,70.0,Denis Villeneuve,601149,"61,002,302"
222,Prisoners,2013,A,Drama,Melissa Leo,153,8.1,70.0,Denis Villeneuve,601149,"61,002,302"
222,Prisoners,2013,A,Mystery,Hugh Jackman,153,8.1,70.0,Denis Villeneuve,601149,"61,002,302"
222,Prisoners,2013,A,Mystery,Jake Gyllenhaal,153,8.1,70.0,Denis Villeneuve,601149,"61,002,302"
222,Prisoners,2013,A,Mystery,Viola Davis,153,8.1,70.0,Denis Villeneuve,601149,"61,002,302"
222,Prisoners,2013,A,Mystery,Melissa Leo,153,8.1,70.0,Denis Villeneuve,601149,"61,002,302"
223,Mad Max: Fury Road,2015,UA,Action,Tom Hardy,120,8.1,90.0,George Miller,882316,"154,058,340"
223,Mad Max: Fury Road,2015,UA,Action,Charlize Theron,120,8.1,90.0,George Miller,882316,"154,058,340"
223,Mad Max: Fury Road,2015,UA,Action,Nicholas Hoult,120,8.1,90.0,George Miller,882316,"154,058,340"
223,Mad Max: Fury Road,2015,UA,Action,Zoë Kravitz,120,8.1,90.0,George Miller,882316,"154,058,340"
223,Mad Max: Fury Road,2015,UA,Adventure,Tom Hardy,120,8.1,90.0,George Miller,882316,"154,058,340"
223,Mad Max: Fury Road,2015,UA,Adventure,Charlize Theron,120,8.1,90.0,George Miller,882316,"154,058,340"
223,Mad Max: Fury Road,2015,UA,Adventure,Nicholas Hoult,120,8.1,90.0,George Miller,882316,"154,058,340"
223,Mad Max: Fury Road,2015,UA,Adventure,Zoë Kravitz,120,8.1,90.0,George Miller,882316,"154,058,340"
223,Mad Max: Fury Road,2015,UA,Sci-Fi,Tom Hardy,120,8.1,90.0,George Miller,882316,"154,058,340"
223,Mad Max: Fury Road,2015,UA,Sci-Fi,Charlize Theron,120,8.1,90.0,George Miller,882316,"154,058,340"
223,Mad Max: Fury Road,2015,UA,Sci-Fi,Nicholas Hoult,120,8.1,90.0,George Miller,882316,"154,058,340"
223,Mad Max: Fury Road,2015,UA,Sci-Fi,Zoë Kravitz,120,8.1,90.0,George Miller,882316,"154,058,340"
224,A Wednesday,2008,UA,Action,Anupam Kher,104,8.1,,Neeraj Pandey,73891,
224,A Wednesday,2008,UA,Action,Naseeruddin Shah,104,8.1,,Neeraj Pandey,73891,
224,A Wednesday,2008,UA,Action,Jimmy Sheirgill,104,8.1,,Neeraj Pandey,73891,
224,A Wednesday,2008,UA,Action,Aamir Bashir,104,8.1,,Neeraj Pandey,73891,
224,A Wednesday,2008,UA,Crime,Anupam Kher,104,8.1,,Neeraj Pandey,73891,
224,A Wednesday,2008,UA,Crime,Naseeruddin Shah,104,8.1,,Neeraj Pandey,73891,
224,A Wednesday,2008,UA,Crime,Jimmy Sheirgill,104,8.1,,Neeraj Pandey,73891,
224,A Wednesday,2008,UA,Crime,Aamir Bashir,104,8.1,,Neeraj Pandey,73891,
224,A Wednesday,2008,UA,Drama,Anupam Kher,104,8.1,,Neeraj Pandey,73891,
224,A Wednesday,2008,UA,Drama,Naseeruddin Shah,104,8.1,,Neeraj Pandey,73891,
224,A Wednesday,2008,UA,Drama,Jimmy Sheirgill,104,8.1,,Neeraj Pandey,73891,
224,A Wednesday,2008,UA,Drama,Aamir Bashir,104,8.1,,Neeraj Pandey,73891,
225,Gran Torino,2008,R,Drama,Clint Eastwood,116,8.1,72.0,Clint Eastwood,720450,"148,095,302"
225,Gran Torino,2008,R,Drama,Bee Vang,116,8.1,72.0,Clint Eastwood,720450,"148,095,302"
225,Gran Torino,2008,R,Drama,Christopher Carley,116,8.1,72.0,Clint Eastwood,720450,"148,095,302"
225,Gran Torino,2008,R,Drama,Ahney Her,116,8.1,72.0,Clint Eastwood,720450,"148,095,302"
226,Harry Potter and the Deathly Hallows: Part 2,2011,UA,Adventure,Daniel Radcliffe,130,8.1,85.0,David Yates,764493,"381,011,219"
226,Harry Potter and the Deathly Hallows: Part 2,2011,UA,Adventure,Emma Watson,130,8.1,85.0,David Yates,764493,"381,011,219"
226,Harry Potter and the Deathly Hallows: Part 2,2011,UA,Adventure,Rupert Grint,130,8.1,85.0,David Yates,764493,"381,011,219"
226,Harry Potter and the Deathly Hallows: Part 2,2011,UA,Adventure,Michael Gambon,130,8.1,85.0,David Yates,764493,"381,011,219"
226,Harry Potter and the Deathly Hallows: Part 2,2011,UA,Drama,Daniel Radcliffe,130,8.1,85.0,David Yates,764493,"381,011,219"
226,Harry Potter and the Deathly Hallows: Part 2,2011,UA,Drama,Emma Watson,130,8.1,85.0,David Yates,764493,"381,011,219"
226,Harry Potter and the Deathly Hallows: Part 2,2011,UA,Drama,Rupert Grint,130,8.1,85.0,David Yates,764493,"381,011,219"
226,Harry Potter and the Deathly Hallows: Part 2,2011,UA,Drama,Michael Gambon,130,8.1,85.0,David Yates,764493,"381,011,219"
226,Harry Potter and the Deathly Hallows: Part 2,2011,UA,Fantasy,Daniel Radcliffe,130,8.1,85.0,David Yates,764493,"381,011,219"
226,Harry Potter and the Deathly Hallows: Part 2,2011,UA,Fantasy,Emma Watson,130,8.1,85.0,David Yates,764493,"381,011,219"
226,Harry Potter and the Deathly Hallows: Part 2,2011,UA,Fantasy,Rupert Grint,130,8.1,85.0,David Yates,764493,"381,011,219"
226,Harry Potter and the Deathly Hallows: Part 2,2011,UA,Fantasy,Michael Gambon,130,8.1,85.0,David Yates,764493,"381,011,219"
227,Okuribito,2008,PG-13,Drama,Masahiro Motoki,130,8.1,68.0,Yôjirô Takita,48582,"1,498,210"
227,Okuribito,2008,PG-13,Drama,Ryôko Hirosue,130,8.1,68.0,Yôjirô Takita,48582,"1,498,210"
227,Okuribito,2008,PG-13,Drama,Tsutomu Yamazaki,130,8.1,68.0,Yôjirô Takita,48582,"1,498,210"
227,Okuribito,2008,PG-13,Drama,Kazuko Yoshiyuki,130,8.1,68.0,Yôjirô Takita,48582,"1,498,210"
227,Okuribito,2008,PG-13,Music,Masahiro Motoki,130,8.1,68.0,Yôjirô Takita,48582,"1,498,210"
227,Okuribito,2008,PG-13,Music,Ryôko Hirosue,130,8.1,68.0,Yôjirô Takita,48582,"1,498,210"
227,Okuribito,2008,PG-13,Music,Tsutomu Yamazaki,130,8.1,68.0,Yôjirô Takita,48582,"1,498,210"
227,Okuribito,2008,PG-13,Music,Kazuko Yoshiyuki,130,8.1,68.0,Yôjirô Takita,48582,"1,498,210"
228,Hachi: A Dog's Tale,2009,G,Biography,Richard Gere,93,8.1,,Lasse Hallström,253575,
228,Hachi: A Dog's Tale,2009,G,Biography,Joan Allen,93,8.1,,Lasse Hallström,253575,
228,Hachi: A Dog's Tale,2009,G,Biography,Cary-Hiroyuki Tagawa,93,8.1,,Lasse Hallström,253575,
228,Hachi: A Dog's Tale,2009,G,Biography,Sarah Roemer,93,8.1,,Lasse Hallström,253575,
228,Hachi: A Dog's Tale,2009,G,Drama,Richard Gere,93,8.1,,Lasse Hallström,253575,
228,Hachi: A Dog's Tale,2009,G,Drama,Joan Allen,93,8.1,,Lasse Hallström,253575,
228,Hachi: A Dog's Tale,2009,G,Drama,Cary-Hiroyuki Tagawa,93,8.1,,Lasse Hallström,253575,
228,Hachi: A Dog's Tale,2009,G,Drama,Sarah Roemer,93,8.1,,Lasse Hallström,253575,
228,Hachi: A Dog's Tale,2009,G,Family,Richard Gere,93,8.1,,Lasse Hallström,253575,
228,Hachi: A Dog's Tale,2009,G,Family,Joan Allen,93,8.1,,Lasse Hallström,253575,
228,Hachi: A Dog's Tale,2009,G,Family,Cary-Hiroyuki Tagawa,93,8.1,,Lasse Hallström,253575,
228,Hachi: A Dog's Tale,2009,G,Family,Sarah Roemer,93,8.1,,Lasse Hallström,253575,
229,Mary and Max,2009,,Animation,Toni Collette,92,8.1,,Adam Elliot,164462,
229,Mary and Max,2009,,Animation,Philip Seymour Hoffman,92,8.1,,Adam Elliot,164462,
229,Mary and Max,2009,,Animation,Eric Bana,92,8.1,,Adam Elliot,164462,
229,Mary and Max,2009,,Animation,Barry Humphries,92,8.1,,Adam Elliot,164462,
229,Mary and Max,2009,,Comedy,Toni Collette,92,8.1,,Adam Elliot,164462,
229,Mary and Max,2009,,Comedy,Philip Seymour Hoffman,92,8.1,,Adam Elliot,164462,
229,Mary and Max,2009,,Comedy,Eric Bana,92,8.1,,Adam Elliot,164462,
229,Mary and Max,2009,,Comedy,Barry Humphries,92,8.1,,Adam Elliot,164462,
229,Mary and Max,2009,,Drama,Toni Collette,92,8.1,,Adam Elliot,164462,
229,Mary and Max,2009,,Drama,Philip Seymour Hoffman,92,8.1,,Adam Elliot,164462,
229,Mary and Max,2009,,Drama,Eric Bana,92,8.1,,Adam Elliot,164462,
229,Mary and Max,2009,,Drama,Barry Humphries,92,8.1,,Adam Elliot,164462,
230,How to Train Your Dragon,2010,U,Animation,Chris Sanders,98,8.1,75.0,Dean DeBlois,666773,"217,581,231"
230,How to Train Your Dragon,2010,U,Animation,Jay Baruchel,98,8.1,75.0,Dean DeBlois,666773,"217,581,231"
230,How to Train Your Dragon,2010,U,Animation,Gerard Butler,98,8.1,75.0,Dean DeBlois,666773,"217,581,231"
230,How to Train Your Dragon,2010,U,Animation,Christopher Mintz-Plasse,98,8.1,75.0,Dean DeBlois,666773,"217,581,231"
230,How to Train Your Dragon,2010,U,Action,Chris Sanders,98,8.1,75.0,Dean DeBlois,666773,"217,581,231"
230,How to Train Your Dragon,2010,U,Action,Jay Baruchel,98,8.1,75.0,Dean DeBlois,666773,"217,581,231"
230,How to Train Your Dragon,2010,U,Action,Gerard Butler,98,8.1,75.0,Dean DeBlois,666773,"217,581,231"
230,How to Train Your Dragon,2010,U,Action,Christopher Mintz-Plasse,98,8.1,75.0,Dean DeBlois,666773,"217,581,231"
230,How to Train Your Dragon,2010,U,Adventure,Chris Sanders,98,8.1,75.0,Dean DeBlois,666773,"217,581,231"
230,How to Train Your Dragon,2010,U,Adventure,Jay Baruchel,98,8.1,75.0,Dean DeBlois,666773,"217,581,231"
230,How to Train Your Dragon,2010,U,Adventure,Gerard Butler,98,8.1,75.0,Dean DeBlois,666773,"217,581,231"
230,How to Train Your Dragon,2010,U,Adventure,Christopher Mintz-Plasse,98,8.1,75.0,Dean DeBlois,666773,"217,581,231"
231,Into the Wild,2007,R,Adventure,Emile Hirsch,148,8.1,73.0,Sean Penn,572921,"18,354,356"
231,Into the Wild,2007,R,Adventure,Vince Vaughn,148,8.1,73.0,Sean Penn,572921,"18,354,356"
231,Into the Wild,2007,R,Adventure,Catherine Keener,148,8.1,73.0,Sean Penn,572921,"18,354,356"
231,Into the Wild,2007,R,Adventure,Marcia Gay Harden,148,8.1,73.0,Sean Penn,572921,"18,354,356"
231,Into the Wild,2007,R,Biography,Emile Hirsch,148,8.1,73.0,Sean Penn,572921,"18,354,356"
231,Into the Wild,2007,R,Biography,Vince Vaughn,148,8.1,73.0,Sean Penn,572921,"18,354,356"
231,Into the Wild,2007,R,Biography,Catherine Keener,148,8.1,73.0,Sean Penn,572921,"18,354,356"
231,Into the Wild,2007,R,Biography,Marcia Gay Harden,148,8.1,73.0,Sean Penn,572921,"18,354,356"
231,Into the Wild,2007,R,Drama,Emile Hirsch,148,8.1,73.0,Sean Penn,572921,"18,354,356"
231,Into the Wild,2007,R,Drama,Vince Vaughn,148,8.1,73.0,Sean Penn,572921,"18,354,356"
231,Into the Wild,2007,R,Drama,Catherine Keener,148,8.1,73.0,Sean Penn,572921,"18,354,356"
231,Into the Wild,2007,R,Drama,Marcia Gay Harden,148,8.1,73.0,Sean Penn,572921,"18,354,356"
232,No Country for Old Men,2007,R,Crime,Joel Coen,122,8.1,91.0,Ethan Coen,856916,"74,283,625"
232,No Country for Old Men,2007,R,Crime,Tommy Lee Jones,122,8.1,91.0,Ethan Coen,856916,"74,283,625"
232,No Country for Old Men,2007,R,Crime,Javier Bardem,122,8.1,91.0,Ethan Coen,856916,"74,283,625"
232,No Country for Old Men,2007,R,Crime,Josh Brolin,122,8.1,91.0,Ethan Coen,856916,"74,283,625"
232,No Country for Old Men,2007,R,Drama,Joel Coen,122,8.1,91.0,Ethan Coen,856916,"74,283,625"
232,No Country for Old Men,2007,R,Drama,Tommy Lee Jones,122,8.1,91.0,Ethan Coen,856916,"74,283,625"
232,No Country for Old Men,2007,R,Drama,Javier Bardem,122,8.1,91.0,Ethan Coen,856916,"74,283,625"
232,No Country for Old Men,2007,R,Drama,Josh Brolin,122,8.1,91.0,Ethan Coen,856916,"74,283,625"
232,No Country for Old Men,2007,R,Thriller,Joel Coen,122,8.1,91.0,Ethan Coen,856916,"74,283,625"
232,No Country for Old Men,2007,R,Thriller,Tommy Lee Jones,122,8.1,91.0,Ethan Coen,856916,"74,283,625"
232,No Country for Old Men,2007,R,Thriller,Javier Bardem,122,8.1,91.0,Ethan Coen,856916,"74,283,625"
232,No Country for Old Men,2007,R,Thriller,Josh Brolin,122,8.1,91.0,Ethan Coen,856916,"74,283,625"
233,Lage Raho Munna Bhai,2006,U,Comedy,Sanjay Dutt,144,8.1,,Rajkumar Hirani,43137,"2,217,561"
233,Lage Raho Munna Bhai,2006,U,Comedy,Arshad Warsi,144,8.1,,Rajkumar Hirani,43137,"2,217,561"
233,Lage Raho Munna Bhai,2006,U,Comedy,Vidya Balan,144,8.1,,Rajkumar Hirani,43137,"2,217,561"
233,Lage Raho Munna Bhai,2006,U,Comedy,Boman Irani,144,8.1,,Rajkumar Hirani,43137,"2,217,561"
233,Lage Raho Munna Bhai,2006,U,Drama,Sanjay Dutt,144,8.1,,Rajkumar Hirani,43137,"2,217,561"
233,Lage Raho Munna Bhai,2006,U,Drama,Arshad Warsi,144,8.1,,Rajkumar Hirani,43137,"2,217,561"
233,Lage Raho Munna Bhai,2006,U,Drama,Vidya Balan,144,8.1,,Rajkumar Hirani,43137,"2,217,561"
233,Lage Raho Munna Bhai,2006,U,Drama,Boman Irani,144,8.1,,Rajkumar Hirani,43137,"2,217,561"
233,Lage Raho Munna Bhai,2006,U,Romance,Sanjay Dutt,144,8.1,,Rajkumar Hirani,43137,"2,217,561"
233,Lage Raho Munna Bhai,2006,U,Romance,Arshad Warsi,144,8.1,,Rajkumar Hirani,43137,"2,217,561"
233,Lage Raho Munna Bhai,2006,U,Romance,Vidya Balan,144,8.1,,Rajkumar Hirani,43137,"2,217,561"
233,Lage Raho Munna Bhai,2006,U,Romance,Boman Irani,144,8.1,,Rajkumar Hirani,43137,"2,217,561"
234,Million Dollar Baby,2004,UA,Drama,Hilary Swank,132,8.1,86.0,Clint Eastwood,635975,"100,492,203"
234,Million Dollar Baby,2004,UA,Drama,Clint Eastwood,132,8.1,86.0,Clint Eastwood,635975,"100,492,203"
234,Million Dollar Baby,2004,UA,Drama,Morgan Freeman,132,8.1,86.0,Clint Eastwood,635975,"100,492,203"
234,Million Dollar Baby,2004,UA,Drama,Jay Baruchel,132,8.1,86.0,Clint Eastwood,635975,"100,492,203"
234,Million Dollar Baby,2004,UA,Sport,Hilary Swank,132,8.1,86.0,Clint Eastwood,635975,"100,492,203"
234,Million Dollar Baby,2004,UA,Sport,Clint Eastwood,132,8.1,86.0,Clint Eastwood,635975,"100,492,203"
234,Million Dollar Baby,2004,UA,Sport,Morgan Freeman,132,8.1,86.0,Clint Eastwood,635975,"100,492,203"
234,Million Dollar Baby,2004,UA,Sport,Jay Baruchel,132,8.1,86.0,Clint Eastwood,635975,"100,492,203"
235,Hotel Rwanda,2004,PG-13,Biography,Don Cheadle,121,8.1,79.0,Terry George,334320,"23,530,892"
235,Hotel Rwanda,2004,PG-13,Biography,Sophie Okonedo,121,8.1,79.0,Terry George,334320,"23,530,892"
235,Hotel Rwanda,2004,PG-13,Biography,Joaquin Phoenix,121,8.1,79.0,Terry George,334320,"23,530,892"
235,Hotel Rwanda,2004,PG-13,Biography,Xolani Mali,121,8.1,79.0,Terry George,334320,"23,530,892"
235,Hotel Rwanda,2004,PG-13,Drama,Don Cheadle,121,8.1,79.0,Terry George,334320,"23,530,892"
235,Hotel Rwanda,2004,PG-13,Drama,Sophie Okonedo,121,8.1,79.0,Terry George,334320,"23,530,892"
235,Hotel Rwanda,2004,PG-13,Drama,Joaquin Phoenix,121,8.1,79.0,Terry George,334320,"23,530,892"
235,Hotel Rwanda,2004,PG-13,Drama,Xolani Mali,121,8.1,79.0,Terry George,334320,"23,530,892"
235,Hotel Rwanda,2004,PG-13,History,Don Cheadle,121,8.1,79.0,Terry George,334320,"23,530,892"
235,Hotel Rwanda,2004,PG-13,History,Sophie Okonedo,121,8.1,79.0,Terry George,334320,"23,530,892"
235,Hotel Rwanda,2004,PG-13,History,Joaquin Phoenix,121,8.1,79.0,Terry George,334320,"23,530,892"
235,Hotel Rwanda,2004,PG-13,History,Xolani Mali,121,8.1,79.0,Terry George,334320,"23,530,892"
236,Taegukgi hwinalrimyeo,2004,R,Action,Jang Dong-Gun,140,8.1,64.0,Je-kyu Kang,37820,"1,111,061"
236,Taegukgi hwinalrimyeo,2004,R,Action,Won Bin,140,8.1,64.0,Je-kyu Kang,37820,"1,111,061"
236,Taegukgi hwinalrimyeo,2004,R,Action,Eun-ju Lee,140,8.1,64.0,Je-kyu Kang,37820,"1,111,061"
236,Taegukgi hwinalrimyeo,2004,R,Action,Hyeong-jin Kong,140,8.1,64.0,Je-kyu Kang,37820,"1,111,061"
236,Taegukgi hwinalrimyeo,2004,R,Drama,Jang Dong-Gun,140,8.1,64.0,Je-kyu Kang,37820,"1,111,061"
236,Taegukgi hwinalrimyeo,2004,R,Drama,Won Bin,140,8.1,64.0,Je-kyu Kang,37820,"1,111,061"
236,Taegukgi hwinalrimyeo,2004,R,Drama,Eun-ju Lee,140,8.1,64.0,Je-kyu Kang,37820,"1,111,061"
236,Taegukgi hwinalrimyeo,2004,R,Drama,Hyeong-jin Kong,140,8.1,64.0,Je-kyu Kang,37820,"1,111,061"
236,Taegukgi hwinalrimyeo,2004,R,War,Jang Dong-Gun,140,8.1,64.0,Je-kyu Kang,37820,"1,111,061"
236,Taegukgi hwinalrimyeo,2004,R,War,Won Bin,140,8.1,64.0,Je-kyu Kang,37820,"1,111,061"
236,Taegukgi hwinalrimyeo,2004,R,War,Eun-ju Lee,140,8.1,64.0,Je-kyu Kang,37820,"1,111,061"
236,Taegukgi hwinalrimyeo,2004,R,War,Hyeong-jin Kong,140,8.1,64.0,Je-kyu Kang,37820,"1,111,061"
237,Before Sunset,2004,R,Drama,Ethan Hawke,80,8.1,90.0,Richard Linklater,236311,"5,820,649"
237,Before Sunset,2004,R,Drama,Julie Delpy,80,8.1,90.0,Richard Linklater,236311,"5,820,649"
237,Before Sunset,2004,R,Drama,Vernon Dobtcheff,80,8.1,90.0,Richard Linklater,236311,"5,820,649"
237,Before Sunset,2004,R,Drama,Louise Lemoine Torrès,80,8.1,90.0,Richard Linklater,236311,"5,820,649"
237,Before Sunset,2004,R,Romance,Ethan Hawke,80,8.1,90.0,Richard Linklater,236311,"5,820,649"
237,Before Sunset,2004,R,Romance,Julie Delpy,80,8.1,90.0,Richard Linklater,236311,"5,820,649"
237,Before Sunset,2004,R,Romance,Vernon Dobtcheff,80,8.1,90.0,Richard Linklater,236311,"5,820,649"
237,Before Sunset,2004,R,Romance,Louise Lemoine Torrès,80,8.1,90.0,Richard Linklater,236311,"5,820,649"
238,Munna Bhai M.B.B.S.,2003,U,Comedy,Sanjay Dutt,156,8.1,,Rajkumar Hirani,73992,
238,Munna Bhai M.B.B.S.,2003,U,Comedy,Arshad Warsi,156,8.1,,Rajkumar Hirani,73992,
238,Munna Bhai M.B.B.S.,2003,U,Comedy,Gracy Singh,156,8.1,,Rajkumar Hirani,73992,
238,Munna Bhai M.B.B.S.,2003,U,Comedy,Sunil Dutt,156,8.1,,Rajkumar Hirani,73992,
238,Munna Bhai M.B.B.S.,2003,U,Drama,Sanjay Dutt,156,8.1,,Rajkumar Hirani,73992,
238,Munna Bhai M.B.B.S.,2003,U,Drama,Arshad Warsi,156,8.1,,Rajkumar Hirani,73992,
238,Munna Bhai M.B.B.S.,2003,U,Drama,Gracy Singh,156,8.1,,Rajkumar Hirani,73992,
238,Munna Bhai M.B.B.S.,2003,U,Drama,Sunil Dutt,156,8.1,,Rajkumar Hirani,73992,
238,Munna Bhai M.B.B.S.,2003,U,Musical,Sanjay Dutt,156,8.1,,Rajkumar Hirani,73992,
238,Munna Bhai M.B.B.S.,2003,U,Musical,Arshad Warsi,156,8.1,,Rajkumar Hirani,73992,
238,Munna Bhai M.B.B.S.,2003,U,Musical,Gracy Singh,156,8.1,,Rajkumar Hirani,73992,
238,Munna Bhai M.B.B.S.,2003,U,Musical,Sunil Dutt,156,8.1,,Rajkumar Hirani,73992,
239,Salinui chueok,2003,UA,Crime,Kang-ho Song,131,8.1,82.0,Bong Joon Ho,139558,"14,131"
239,Salinui chueok,2003,UA,Crime,Kim Sang-kyung,131,8.1,82.0,Bong Joon Ho,139558,"14,131"
239,Salinui chueok,2003,UA,Crime,Roe-ha Kim,131,8.1,82.0,Bong Joon Ho,139558,"14,131"
239,Salinui chueok,2003,UA,Crime,Jae-ho Song,131,8.1,82.0,Bong Joon Ho,139558,"14,131"
239,Salinui chueok,2003,UA,Drama,Kang-ho Song,131,8.1,82.0,Bong Joon Ho,139558,"14,131"
239,Salinui chueok,2003,UA,Drama,Kim Sang-kyung,131,8.1,82.0,Bong Joon Ho,139558,"14,131"
239,Salinui chueok,2003,UA,Drama,Roe-ha Kim,131,8.1,82.0,Bong Joon Ho,139558,"14,131"
239,Salinui chueok,2003,UA,Drama,Jae-ho Song,131,8.1,82.0,Bong Joon Ho,139558,"14,131"
239,Salinui chueok,2003,UA,Mystery,Kang-ho Song,131,8.1,82.0,Bong Joon Ho,139558,"14,131"
239,Salinui chueok,2003,UA,Mystery,Kim Sang-kyung,131,8.1,82.0,Bong Joon Ho,139558,"14,131"
239,Salinui chueok,2003,UA,Mystery,Roe-ha Kim,131,8.1,82.0,Bong Joon Ho,139558,"14,131"
239,Salinui chueok,2003,UA,Mystery,Jae-ho Song,131,8.1,82.0,Bong Joon Ho,139558,"14,131"
240,Dil Chahta Hai,2001,Unrated,Comedy,Aamir Khan,183,8.1,,Farhan Akhtar,66803,"300,000"
240,Dil Chahta Hai,2001,Unrated,Comedy,Saif Ali Khan,183,8.1,,Farhan Akhtar,66803,"300,000"
240,Dil Chahta Hai,2001,Unrated,Comedy,Akshaye Khanna,183,8.1,,Farhan Akhtar,66803,"300,000"
240,Dil Chahta Hai,2001,Unrated,Comedy,Preity Zinta,183,8.1,,Farhan Akhtar,66803,"300,000"
240,Dil Chahta Hai,2001,Unrated,Drama,Aamir Khan,183,8.1,,Farhan Akhtar,66803,"300,000"
240,Dil Chahta Hai,2001,Unrated,Drama,Saif Ali Khan,183,8.1,,Farhan Akhtar,66803,"300,000"
240,Dil Chahta Hai,2001,Unrated,Drama,Akshaye Khanna,183,8.1,,Farhan Akhtar,66803,"300,000"
240,Dil Chahta Hai,2001,Unrated,Drama,Preity Zinta,183,8.1,,Farhan Akhtar,66803,"300,000"
240,Dil Chahta Hai,2001,Unrated,Romance,Aamir Khan,183,8.1,,Farhan Akhtar,66803,"300,000"
240,Dil Chahta Hai,2001,Unrated,Romance,Saif Ali Khan,183,8.1,,Farhan Akhtar,66803,"300,000"
240,Dil Chahta Hai,2001,Unrated,Romance,Akshaye Khanna,183,8.1,,Farhan Akhtar,66803,"300,000"
240,Dil Chahta Hai,2001,Unrated,Romance,Preity Zinta,183,8.1,,Farhan Akhtar,66803,"300,000"
241,Kill Bill: Vol. 1,2003,R,Action,Uma Thurman,111,8.1,69.0,Quentin Tarantino,1000639,"70,099,045"
241,Kill Bill: Vol. 1,2003,R,Action,David Carradine,111,8.1,69.0,Quentin Tarantino,1000639,"70,099,045"
241,Kill Bill: Vol. 1,2003,R,Action,Daryl Hannah,111,8.1,69.0,Quentin Tarantino,1000639,"70,099,045"
241,Kill Bill: Vol. 1,2003,R,Action,Michael Madsen,111,8.1,69.0,Quentin Tarantino,1000639,"70,099,045"
241,Kill Bill: Vol. 1,2003,R,Crime,Uma Thurman,111,8.1,69.0,Quentin Tarantino,1000639,"70,099,045"
241,Kill Bill: Vol. 1,2003,R,Crime,David Carradine,111,8.1,69.0,Quentin Tarantino,1000639,"70,099,045"
241,Kill Bill: Vol. 1,2003,R,Crime,Daryl Hannah,111,8.1,69.0,Quentin Tarantino,1000639,"70,099,045"
241,Kill Bill: Vol. 1,2003,R,Crime,Michael Madsen,111,8.1,69.0,Quentin Tarantino,1000639,"70,099,045"
241,Kill Bill: Vol. 1,2003,R,Drama,Uma Thurman,111,8.1,69.0,Quentin Tarantino,1000639,"70,099,045"
241,Kill Bill: Vol. 1,2003,R,Drama,David Carradine,111,8.1,69.0,Quentin Tarantino,1000639,"70,099,045"
241,Kill Bill: Vol. 1,2003,R,Drama,Daryl Hannah,111,8.1,69.0,Quentin Tarantino,1000639,"70,099,045"
241,Kill Bill: Vol. 1,2003,R,Drama,Michael Madsen,111,8.1,69.0,Quentin Tarantino,1000639,"70,099,045"
242,Finding Nemo,2003,U,Animation,Lee Unkrich,100,8.1,90.0,Andrew Stanton,949565,"380,843,261"
242,Finding Nemo,2003,U,Animation,Albert Brooks,100,8.1,90.0,Andrew Stanton,949565,"380,843,261"
242,Finding Nemo,2003,U,Animation,Ellen DeGeneres,100,8.1,90.0,Andrew Stanton,949565,"380,843,261"
242,Finding Nemo,2003,U,Animation,Alexander Gould,100,8.1,90.0,Andrew Stanton,949565,"380,843,261"
242,Finding Nemo,2003,U,Adventure,Lee Unkrich,100,8.1,90.0,Andrew Stanton,949565,"380,843,261"
242,Finding Nemo,2003,U,Adventure,Albert Brooks,100,8.1,90.0,Andrew Stanton,949565,"380,843,261"
242,Finding Nemo,2003,U,Adventure,Ellen DeGeneres,100,8.1,90.0,Andrew Stanton,949565,"380,843,261"
242,Finding Nemo,2003,U,Adventure,Alexander Gould,100,8.1,90.0,Andrew Stanton,949565,"380,843,261"
242,Finding Nemo,2003,U,Comedy,Lee Unkrich,100,8.1,90.0,Andrew Stanton,949565,"380,843,261"
242,Finding Nemo,2003,U,Comedy,Albert Brooks,100,8.1,90.0,Andrew Stanton,949565,"380,843,261"
242,Finding Nemo,2003,U,Comedy,Ellen DeGeneres,100,8.1,90.0,Andrew Stanton,949565,"380,843,261"
242,Finding Nemo,2003,U,Comedy,Alexander Gould,100,8.1,90.0,Andrew Stanton,949565,"380,843,261"
243,Catch Me If You Can,2002,A,Biography,Leonardo DiCaprio,141,8.1,75.0,Steven Spielberg,832846,"164,615,351"
243,Catch Me If You Can,2002,A,Biography,Tom Hanks,141,8.1,75.0,Steven Spielberg,832846,"164,615,351"
243,Catch Me If You Can,2002,A,Biography,Christopher Walken,141,8.1,75.0,Steven Spielberg,832846,"164,615,351"
243,Catch Me If You Can,2002,A,Biography,Martin Sheen,141,8.1,75.0,Steven Spielberg,832846,"164,615,351"
243,Catch Me If You Can,2002,A,Crime,Leonardo DiCaprio,141,8.1,75.0,Steven Spielberg,832846,"164,615,351"
243,Catch Me If You Can,2002,A,Crime,Tom Hanks,141,8.1,75.0,Steven Spielberg,832846,"164,615,351"
